City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
686,Aksu,CN,69.13,clear sky,41.1231,80.2644,Pudong Holiday Hotel
687,Arlit,NE,94.84,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
688,Bowen,AU,72.09,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
689,Flin Flon,CA,62.44,broken clouds,54.7682,-101.865,Victoria Inn Flin Flon
690,Pangnirtung,CA,42.8,light intensity drizzle,66.1451,-65.7125,Kilabuk Lodge
691,Leland,US,87.06,clear sky,34.2563,-78.0447,Leland Station
692,Jardim,BR,87.6,overcast clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
693,Popondetta,PG,70.77,overcast clouds,-8.7537,148.2534,Timos Transit House
694,Victor Harbor,AU,58.68,overcast clouds,-35.5667,138.6167,McCracken Country Club
696,Zhuanghe,CN,52.77,clear sky,39.7008,122.9911,Hanting Express Dalian Zhuanghe Qiansheng
